time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.throttle_pedal
2024/05/14/15:11:17.803198,59094,1715713877,802776575,,0.0
2024/05/14/15:11:17.813382,59095,1715713877,812780483,,0.0
2024/05/14/15:11:17.826723,59096,1715713877,822779977,,0.0
2024/05/14/15:11:17.833433,59097,1715713877,832744221,,0.0
2024/05/14/15:11:17.843373,59098,1715713877,842812490,,0.0
2024/05/14/15:11:17.853196,59099,1715713877,852812071,,0.0
2024/05/14/15:11:17.863196,59100,1715713877,862791880,,0.0
2024/05/14/15:11:17.873831,59101,1715713877,873180134,,0.0
2024/05/14/15:11:17.883249,59102,1715713877,882799728,,0.0
2024/05/14/15:11:17.893830,59103,1715713877,893036147,,0.0
2024/05/14/15:11:17.903159,59104,1715713877,902793860,,0.0
2024/05/14/15:11:17.913196,59105,1715713877,912791112,,0.0
2024/05/14/15:11:17.923404,59106,1715713877,922804578,,0.0
2024/05/14/15:11:17.934226,59107,1715713877,933097835,,0.0
2024/05/14/15:11:17.943566,59108,1715713877,942797606,,0.0
2024/05/14/15:11:17.953653,59109,1715713877,952804512,,0.0
2024/05/14/15:11:17.963370,59110,1715713877,962851176,,0.0
2024/05/14/15:11:17.973267,59111,1715713877,972792965,,0.0
2024/05/14/15:11:17.983211,59112,1715713877,982836438,,0.0
2024/05/14/15:11:17.993297,59113,1715713877,992796649,,0.0
2024/05/14/15:11:18.003300,59114,1715713878,2817692,,0.0
2024/05/14/15:11:18.013214,59115,1715713878,12815153,,0.0
2024/05/14/15:11:18.023415,59116,1715713878,22834343,,0.0
2024/05/14/15:11:18.038760,59117,1715713878,37550103,,0.0
2024/05/14/15:11:18.043396,59118,1715713878,42781073,,0.0
2024/05/14/15:11:18.053396,59119,1715713878,52789042,,0.0
2024/05/14/15:11:18.063250,59120,1715713878,62812367,,0.0
2024/05/14/15:11:18.073406,59121,1715713878,72844647,,0.0
2024/05/14/15:11:18.083238,59122,1715713878,82823431,,0.0
2024/05/14/15:11:18.093995,59123,1715713878,92840087,,0.0
2024/05/14/15:11:18.103368,59124,1715713878,102868305,,0.0
2024/05/14/15:11:18.113497,59125,1715713878,112890513,,0.0
2024/05/14/15:11:18.123389,59126,1715713878,122835748,,0.0
2024/05/14/15:11:18.133342,59127,1715713878,132804214,,0.0
2024/05/14/15:11:18.143270,59128,1715713878,142837504,,0.0
2024/05/14/15:11:18.153690,59129,1715713878,152842092,,0.0
2024/05/14/15:11:18.163365,59130,1715713878,162832181,,0.0
2024/05/14/15:11:18.173134,59131,1715713878,172639273,,0.0
2024/05/14/15:11:18.182952,59132,1715713878,182576691,,0.0
2024/05/14/15:11:18.193300,59133,1715713878,192852374,,0.0
2024/05/14/15:11:18.203113,59134,1715713878,202626225,,0.0
2024/05/14/15:11:18.212925,59135,1715713878,212573049,,0.0
2024/05/14/15:11:18.222996,59136,1715713878,222581901,,0.0
2024/05/14/15:11:18.232996,59137,1715713878,232572897,,0.0
2024/05/14/15:11:18.243093,59138,1715713878,242583439,,0.0
2024/05/14/15:11:18.253085,59139,1715713878,252605308,,0.0
2024/05/14/15:11:18.263078,59140,1715713878,262633084,,0.0
2024/05/14/15:11:18.273249,59141,1715713878,272687755,,0.0
2024/05/14/15:11:18.283022,59142,1715713878,282587315,,0.0
2024/05/14/15:11:18.293106,59143,1715713878,292648943,,0.0
2024/05/14/15:11:18.303188,59144,1715713878,302654004,,0.0
2024/05/14/15:11:18.313010,59145,1715713878,312594409,,0.0
2024/05/14/15:11:18.323356,59146,1715713878,322638234,,0.0
2024/05/14/15:11:18.333035,59147,1715713878,332617038,,0.0
2024/05/14/15:11:18.343073,59148,1715713878,342622288,,0.0
2024/05/14/15:11:18.353038,59149,1715713878,352598066,,0.0
2024/05/14/15:11:18.362972,59150,1715713878,362633844,,0.0
2024/05/14/15:11:18.373006,59151,1715713878,372619636,,0.0
2024/05/14/15:11:18.383014,59152,1715713878,382611619,,0.0
2024/05/14/15:11:18.393052,59153,1715713878,392615273,,0.0
2024/05/14/15:11:18.403194,59154,1715713878,402687183,,0.0
2024/05/14/15:11:18.413141,59155,1715713878,412620307,,0.0
2024/05/14/15:11:18.423357,59156,1715713878,422675262,,0.0
2024/05/14/15:11:18.433070,59157,1715713878,432629893,,0.0
2024/05/14/15:11:18.443162,59158,1715713878,442646773,,0.0
2024/05/14/15:11:18.453255,59159,1715713878,452666364,,0.0
2024/05/14/15:11:18.462992,59160,1715713878,462614109,,0.0
2024/05/14/15:11:18.473235,59161,1715713878,472665582,,0.0
2024/05/14/15:11:18.483063,59162,1715713878,482641371,,0.0
2024/05/14/15:11:18.493157,59163,1715713878,492658501,,0.0
2024/05/14/15:11:18.503273,59164,1715713878,502661619,,0.0
2024/05/14/15:11:18.513090,59165,1715713878,512634847,,0.0
2024/05/14/15:11:18.523304,59166,1715713878,522658177,,0.0
2024/05/14/15:11:18.534574,59167,1715713878,532642065,,0.0
2024/05/14/15:11:18.543313,59168,1715713878,542661735,,0.0
2024/05/14/15:11:18.553119,59169,1715713878,552678383,,0.0
2024/05/14/15:11:18.563057,59170,1715713878,562656868,,0.0
2024/05/14/15:11:18.573249,59171,1715713878,572661804,,0.0
2024/05/14/15:11:18.583132,59172,1715713878,582675392,,0.0
2024/05/14/15:11:18.593124,59173,1715713878,592652965,,0.0
2024/05/14/15:11:18.603007,59174,1715713878,602652729,,0.0
2024/05/14/15:11:18.613182,59175,1715713878,612707088,,0.0
2024/05/14/15:11:18.623293,59176,1715713878,622663908,,0.0
2024/05/14/15:11:18.633207,59177,1715713878,632673377,,0.0
2024/05/14/15:11:18.643144,59178,1715713878,642681188,,0.0
2024/05/14/15:11:18.653218,59179,1715713878,652688574,,0.0
2024/05/14/15:11:18.663119,59180,1715713878,662675755,,0.0
2024/05/14/15:11:18.673078,59181,1715713878,672688305,,0.0
2024/05/14/15:11:18.683148,59182,1715713878,682690096,,0.0
2024/05/14/15:11:18.693787,59183,1715713878,692707306,,0.0
2024/05/14/15:11:18.703269,59184,1715713878,702726101,,0.0
2024/05/14/15:11:18.713042,59185,1715713878,712694155,,0.0
2024/05/14/15:11:18.723401,59186,1715713878,722695036,,0.0
2024/05/14/15:11:18.734735,59187,1715713878,732910961,,0.0
2024/05/14/15:11:18.743189,59188,1715713878,742719175,,0.0
2024/05/14/15:11:18.753244,59189,1715713878,752701818,,0.0
2024/05/14/15:11:18.763149,59190,1715713878,762709036,,0.0
2024/05/14/15:11:18.773246,59191,1715713878,772751782,,0.0
2024/05/14/15:11:18.783094,59192,1715713878,782710430,,0.0
2024/05/14/15:11:18.793360,59193,1715713878,792719922,,0.0
2024/05/14/15:11:18.803230,59194,1715713878,802722451,,0.0
2024/05/14/15:11:18.813207,59195,1715713878,812743132,,0.0
2024/05/14/15:11:18.823898,59196,1715713878,822709722,,0.0
2024/05/14/15:11:18.833283,59197,1715713878,832691903,,0.0
2024/05/14/15:11:18.843392,59198,1715713878,842758027,,0.0
2024/05/14/15:11:18.853261,59199,1715713878,852723455,,0.0
2024/05/14/15:11:18.863097,59200,1715713878,862695415,,0.0
2024/05/14/15:11:18.873222,59201,1715713878,872745401,,0.0
2024/05/14/15:11:18.883204,59202,1715713878,882731305,,0.0
2024/05/14/15:11:18.893296,59203,1715713878,892749151,,0.0
2024/05/14/15:11:18.903234,59204,1715713878,902743038,,0.0
2024/05/14/15:11:18.913363,59205,1715713878,912711772,,0.0
2024/05/14/15:11:18.928923,59206,1715713878,922789157,,0.0
2024/05/14/15:11:18.933462,59207,1715713878,932719409,,0.0
2024/05/14/15:11:18.943511,59208,1715713878,942765635,,0.0
2024/05/14/15:11:18.953338,59209,1715713878,952742295,,0.0
2024/05/14/15:11:18.963181,59210,1715713878,962737811,,0.0
2024/05/14/15:11:18.973225,59211,1715713878,972744626,,0.0
2024/05/14/15:11:18.983158,59212,1715713878,982750355,,0.0
2024/05/14/15:11:18.994808,59213,1715713878,992780850,,0.0
2024/05/14/15:11:19.003301,59214,1715713879,2767129,,0.0
2024/05/14/15:11:19.013781,59215,1715713879,12751566,,0.0
2024/05/14/15:11:19.026650,59216,1715713879,22788867,,0.0
2024/05/14/15:11:19.033275,59217,1715713879,32734472,,0.0
2024/05/14/15:11:19.043186,59218,1715713879,42756389,,0.0
2024/05/14/15:11:19.053417,59219,1715713879,52751352,,0.0
2024/05/14/15:11:19.063101,59220,1715713879,62752949,,0.0
2024/05/14/15:11:19.073223,59221,1715713879,72773611,,0.0
2024/05/14/15:11:19.083128,59222,1715713879,82740982,,0.0
2024/05/14/15:11:19.093349,59223,1715713879,92755056,,0.0
2024/05/14/15:11:19.103200,59224,1715713879,102774489,,0.0
2024/05/14/15:11:19.113296,59225,1715713879,112778122,,0.0
2024/05/14/15:11:19.123445,59226,1715713879,122767449,,0.0
2024/05/14/15:11:19.133321,59227,1715713879,132739990,,0.0
2024/05/14/15:11:19.143422,59228,1715713879,142780804,,0.0
2024/05/14/15:11:19.153293,59229,1715713879,152801495,,0.0
2024/05/14/15:11:19.163347,59230,1715713879,162802439,,0.0
2024/05/14/15:11:19.173291,59231,1715713879,172769287,,0.0
2024/05/14/15:11:19.183259,59232,1715713879,182788568,,0.0
2024/05/14/15:11:19.193540,59233,1715713879,192789246,,0.0
2024/05/14/15:11:19.203314,59234,1715713879,202826171,,0.0
2024/05/14/15:11:19.213253,59235,1715713879,212804839,,0.0
2024/05/14/15:11:19.223399,59236,1715713879,222791250,,0.0
2024/05/14/15:11:19.233340,59237,1715713879,232777356,,0.0
2024/05/14/15:11:19.243384,59238,1715713879,242771875,,0.0
2024/05/14/15:11:19.253306,59239,1715713879,252805005,,0.0
2024/05/14/15:11:19.263273,59240,1715713879,262848561,,0.0
2024/05/14/15:11:19.273391,59241,1715713879,272824638,,0.0
2024/05/14/15:11:19.283254,59242,1715713879,282808477,,0.0
2024/05/14/15:11:19.293671,59243,1715713879,292820280,,0.0
2024/05/14/15:11:19.303305,59244,1715713879,302828964,,0.0
2024/05/14/15:11:19.312963,59245,1715713879,312541013,,0.0
2024/05/14/15:11:19.323406,59246,1715713879,322802635,,0.0
2024/05/14/15:11:19.334267,59247,1715713879,332545120,,0.0
2024/05/14/15:11:19.343006,59248,1715713879,342587955,,0.0
2024/05/14/15:11:19.352990,59249,1715713879,352581252,,0.0
2024/05/14/15:11:19.362966,59250,1715713879,362560802,,0.0
2024/05/14/15:11:19.373513,59251,1715713879,372562529,,0.0
2024/05/14/15:11:19.383045,59252,1715713879,382602595,,0.0
2024/05/14/15:11:19.393005,59253,1715713879,392586321,,0.0
2024/05/14/15:11:19.403043,59254,1715713879,402586859,,0.0
2024/05/14/15:11:19.412984,59255,1715713879,412570140,,0.0
2024/05/14/15:11:19.423136,59256,1715713879,422581069,,0.0
2024/05/14/15:11:19.432973,59257,1715713879,432561208,,0.0
2024/05/14/15:11:19.443124,59258,1715713879,442582772,,0.0
2024/05/14/15:11:19.453126,59259,1715713879,452603748,,0.0
2024/05/14/15:11:19.462918,59260,1715713879,462559470,,0.0
2024/05/14/15:11:19.473000,59261,1715713879,472631313,,0.0
2024/05/14/15:11:19.482944,59262,1715713879,482577855,,0.0
2024/05/14/15:11:19.492992,59263,1715713879,492576282,,0.0
2024/05/14/15:11:19.503016,59264,1715713879,502605895,,0.0
2024/05/14/15:11:19.513087,59265,1715713879,512605244,,0.0
2024/05/14/15:11:19.523351,59266,1715713879,522588157,,0.0
2024/05/14/15:11:19.533159,59267,1715713879,532579569,,0.0
2024/05/14/15:11:19.543151,59268,1715713879,542615780,,0.0
2024/05/14/15:11:19.553184,59269,1715713879,552663901,,0.0
2024/05/14/15:11:19.563068,59270,1715713879,562574915,,0.0
2024/05/14/15:11:19.573134,59271,1715713879,572626271,,0.0
2024/05/14/15:11:19.583105,59272,1715713879,582646884,,0.0
2024/05/14/15:11:19.593098,59273,1715713879,592598060,,0.0
2024/05/14/15:11:19.603075,59274,1715713879,602626190,,0.0
2024/05/14/15:11:19.613280,59275,1715713879,612672533,,0.0
2024/05/14/15:11:19.623394,59276,1715713879,622648110,,0.0
2024/05/14/15:11:19.633084,59277,1715713879,632618122,,0.0
2024/05/14/15:11:19.643094,59278,1715713879,642652553,,0.0
2024/05/14/15:11:19.653208,59279,1715713879,652625862,,0.0
2024/05/14/15:11:19.663047,59280,1715713879,662637215,,0.0
2024/05/14/15:11:19.673096,59281,1715713879,672639197,,0.0
2024/05/14/15:11:19.683046,59282,1715713879,682651738,,0.0
2024/05/14/15:11:19.693371,59283,1715713879,692621427,,0.0
2024/05/14/15:11:19.703136,59284,1715713879,702647178,,0.0
2024/05/14/15:11:19.713110,59285,1715713879,712640534,,0.0
2024/05/14/15:11:19.723349,59286,1715713879,722621045,,0.0
2024/05/14/15:11:19.733098,59287,1715713879,732608604,,0.0
2024/05/14/15:11:19.743351,59288,1715713879,742691721,,0.0
2024/05/14/15:11:19.753124,59289,1715713879,752639311,,0.0
2024/05/14/15:11:19.763030,59290,1715713879,762613202,,0.0
2024/05/14/15:11:19.773201,59291,1715713879,772636155,,0.0
2024/05/14/15:11:19.783116,59292,1715713879,782685459,,0.0
2024/05/14/15:11:19.793089,59293,1715713879,792638916,,0.0
2024/05/14/15:11:19.803203,59294,1715713879,802700360,,0.0
2024/05/14/15:11:19.813035,59295,1715713879,812659928,,0.0
2024/05/14/15:11:19.823599,59296,1715713879,822652563,,0.0
2024/05/14/15:11:19.833127,59297,1715713879,832662141,,0.0
2024/05/14/15:11:19.843260,59298,1715713879,842706150,,0.0
2024/05/14/15:11:19.853071,59299,1715713879,852663564,,0.0
2024/05/14/15:11:19.863091,59300,1715713879,862661779,,0.0
2024/05/14/15:11:19.873346,59301,1715713879,872689983,,0.0
2024/05/14/15:11:19.883949,59302,1715713879,882646608,,0.0
2024/05/14/15:11:19.893103,59303,1715713879,892658339,,0.0
2024/05/14/15:11:19.903112,59304,1715713879,902705937,,0.0
2024/05/14/15:11:19.913224,59305,1715713879,912683967,,0.0
2024/05/14/15:11:19.923238,59306,1715713879,922690484,,0.0
2024/05/14/15:11:19.936073,59307,1715713879,932676540,,0.0
2024/05/14/15:11:19.943205,59308,1715713879,942653960,,0.0
2024/05/14/15:11:19.953228,59309,1715713879,952712513,,0.0
2024/05/14/15:11:19.963049,59310,1715713879,962661692,,0.0
2024/05/14/15:11:19.973117,59311,1715713879,972680040,,0.0
2024/05/14/15:11:19.983116,59312,1715713879,982673839,,0.0
2024/05/14/15:11:19.993298,59313,1715713879,992703076,,0.0
2024/05/14/15:11:20.003186,59314,1715713880,2695002,,0.0
2024/05/14/15:11:20.013077,59315,1715713880,12672494,,0.0
2024/05/14/15:11:20.023400,59316,1715713880,22736886,,0.0
2024/05/14/15:11:20.033247,59317,1715713880,32696800,,0.0
2024/05/14/15:11:20.043170,59318,1715713880,42698641,,0.0
2024/05/14/15:11:20.053307,59319,1715713880,52751940,,0.0
2024/05/14/15:11:20.063121,59320,1715713880,62695934,,0.0
2024/05/14/15:11:20.073613,59321,1715713880,72702385,,0.0
2024/05/14/15:11:20.083208,59322,1715713880,82718989,,0.0
2024/05/14/15:11:20.093780,59323,1715713880,92691947,,0.0
2024/05/14/15:11:20.103170,59324,1715713880,102722428,,0.0
2024/05/14/15:11:20.113225,59325,1715713880,112722578,,0.0
2024/05/14/15:11:20.123598,59326,1715713880,122732647,,0.0
2024/05/14/15:11:20.135571,59327,1715713880,132703540,,0.0
2024/05/14/15:11:20.143298,59328,1715713880,142776549,,0.0
2024/05/14/15:11:20.153627,59329,1715713880,152771889,,0.0
2024/05/14/15:11:20.163152,59330,1715713880,162716330,,0.0
2024/05/14/15:11:20.173263,59331,1715713880,172741739,,0.0
2024/05/14/15:11:20.183249,59332,1715713880,182763606,,0.0
2024/05/14/15:11:20.193578,59333,1715713880,192709214,,0.0
2024/05/14/15:11:20.203259,59334,1715713880,202796916,,0.0
2024/05/14/15:11:20.213425,59335,1715713880,212759438,,0.0
2024/05/14/15:11:20.223114,59336,1715713880,222734933,,0.0
2024/05/14/15:11:20.233282,59337,1715713880,232736154,,0.0
2024/05/14/15:11:20.243299,59338,1715713880,242811579,,0.0
2024/05/14/15:11:20.253311,59339,1715713880,252787721,,0.0
2024/05/14/15:11:20.263136,59340,1715713880,262710861,,0.0
2024/05/14/15:11:20.273275,59341,1715713880,272759529,,0.0
2024/05/14/15:11:20.283278,59342,1715713880,282781006,,0.0
2024/05/14/15:11:20.294271,59343,1715713880,292738019,,0.0
2024/05/14/15:11:20.303365,59344,1715713880,302803011,,0.0
2024/05/14/15:11:20.313245,59345,1715713880,312786052,,0.0
2024/05/14/15:11:20.323268,59346,1715713880,322739038,,0.0
2024/05/14/15:11:20.334187,59347,1715713880,332820841,,0.0
2024/05/14/15:11:20.343500,59348,1715713880,342762954,,0.0
2024/05/14/15:11:20.353273,59349,1715713880,352757511,,0.0
2024/05/14/15:11:20.363315,59350,1715713880,362787378,,0.0
2024/05/14/15:11:20.373193,59351,1715713880,372749155,,0.0
2024/05/14/15:11:20.383329,59352,1715713880,382776999,,0.0
2024/05/14/15:11:20.393538,59353,1715713880,392759904,,0.0
2024/05/14/15:11:20.407283,59354,1715713880,402803833,,0.0
2024/05/14/15:11:20.413148,59355,1715713880,412751862,,0.0
2024/05/14/15:11:20.423298,59356,1715713880,422781285,,0.0
2024/05/14/15:11:20.434170,59357,1715713880,432751596,,0.0
2024/05/14/15:11:20.443271,59358,1715713880,442774320,,0.0
2024/05/14/15:11:20.453774,59359,1715713880,452827314,,0.0
2024/05/14/15:11:20.463350,59360,1715713880,462791575,,0.0
2024/05/14/15:11:20.473539,59361,1715713880,472802857,,0.0
2024/05/14/15:11:20.482955,59362,1715713880,482532351,,0.0
2024/05/14/15:11:20.492923,59363,1715713880,492537569,,0.0
2024/05/14/15:11:20.502979,59364,1715713880,502545618,,0.0
2024/05/14/15:11:20.512860,59365,1715713880,512534529,,0.0
2024/05/14/15:11:20.522924,59366,1715713880,522541164,,0.0
2024/05/14/15:11:20.532916,59367,1715713880,532533017,,0.0
2024/05/14/15:11:20.542915,59368,1715713880,542549315,,0.0
2024/05/14/15:11:20.552986,59369,1715713880,552550478,,0.0
2024/05/14/15:11:20.562952,59370,1715713880,562562879,,0.0
2024/05/14/15:11:20.572944,59371,1715713880,572539224,,0.0
2024/05/14/15:11:20.583079,59372,1715713880,582584465,,0.0
2024/05/14/15:11:20.593090,59373,1715713880,592535448,,0.0
2024/05/14/15:11:20.602988,59374,1715713880,602601810,,0.0
2024/05/14/15:11:20.612972,59375,1715713880,612537242,,0.0
2024/05/14/15:11:20.623044,59376,1715713880,622543428,,0.0
2024/05/14/15:11:20.633031,59377,1715713880,632626170,,0.0
2024/05/14/15:11:20.643120,59378,1715713880,642609310,,0.0
2024/05/14/15:11:20.653177,59379,1715713880,652588121,,0.0
2024/05/14/15:11:20.662978,59380,1715713880,662608073,,0.0
2024/05/14/15:11:20.672957,59381,1715713880,672583252,,0.0
2024/05/14/15:11:20.682973,59382,1715713880,682553664,,0.0
2024/05/14/15:11:20.693218,59383,1715713880,692596433,,0.0
2024/05/14/15:11:20.703027,59384,1715713880,702584491,,0.0
2024/05/14/15:11:20.712869,59385,1715713880,712557145,,0.0
2024/05/14/15:11:20.722993,59386,1715713880,722590268,,0.0
2024/05/14/15:11:20.733042,59387,1715713880,732601836,,0.0
2024/05/14/15:11:20.743448,59388,1715713880,742608396,,0.0
2024/05/14/15:11:20.753023,59389,1715713880,752608313,,0.0
2024/05/14/15:11:20.762961,59390,1715713880,762578011,,0.0
2024/05/14/15:11:20.773207,59391,1715713880,772577303,,0.0
2024/05/14/15:11:20.783026,59392,1715713880,782589486,,0.0
2024/05/14/15:11:20.793005,59393,1715713880,792578803,,0.0
2024/05/14/15:11:20.803064,59394,1715713880,802631158,,0.0
2024/05/14/15:11:20.812993,59395,1715713880,812626310,,0.0
2024/05/14/15:11:20.822971,59396,1715713880,822621094,,0.0
2024/05/14/15:11:20.832975,59397,1715713880,832579011,,0.0
2024/05/14/15:11:20.843014,59398,1715713880,842592273,,0.0
2024/05/14/15:11:20.853095,59399,1715713880,852624955,,0.0
2024/05/14/15:11:20.863062,59400,1715713880,862647288,,0.0
2024/05/14/15:11:20.873105,59401,1715713880,872611286,,0.0
2024/05/14/15:11:20.883060,59402,1715713880,882630554,,0.0
2024/05/14/15:11:20.893101,59403,1715713880,892601810,,0.0
2024/05/14/15:11:20.903162,59404,1715713880,902627868,,0.0
2024/05/14/15:11:20.913035,59405,1715713880,912621165,,0.0
2024/05/14/15:11:20.923125,59406,1715713880,922657594,,0.0
2024/05/14/15:11:20.934028,59407,1715713880,932593111,,0.0
2024/05/14/15:11:20.942974,59408,1715713880,942616413,,0.0
2024/05/14/15:11:20.953113,59409,1715713880,952650505,,0.0
2024/05/14/15:11:20.963162,59410,1715713880,962645082,,0.0
2024/05/14/15:11:20.973147,59411,1715713880,972633293,,0.0
2024/05/14/15:11:20.983057,59412,1715713880,982630161,,0.0
2024/05/14/15:11:20.993387,59413,1715713880,992674702,,0.0
2024/05/14/15:11:21.003142,59414,1715713881,2681657,,0.0
2024/05/14/15:11:21.013152,59415,1715713881,12613686,,0.0
2024/05/14/15:11:21.023300,59416,1715713881,22706275,,0.0
2024/05/14/15:11:21.033402,59417,1715713881,32849153,,0.0
2024/05/14/15:11:21.043385,59418,1715713881,42642313,,0.0
2024/05/14/15:11:21.053186,59419,1715713881,52664868,,0.0
2024/05/14/15:11:21.063182,59420,1715713881,62665418,,0.0
2024/05/14/15:11:21.073601,59421,1715713881,72667711,,0.0
2024/05/14/15:11:21.083094,59422,1715713881,82659769,,0.0
2024/05/14/15:11:21.093378,59423,1715713881,92661945,,0.0
2024/05/14/15:11:21.103320,59424,1715713881,102691972,,0.0
2024/05/14/15:11:21.113087,59425,1715713881,112653860,,0.0
2024/05/14/15:11:21.123159,59426,1715713881,122690622,,0.0
2024/05/14/15:11:21.134581,59427,1715713881,132651425,,0.0
2024/05/14/15:11:21.143245,59428,1715713881,142674314,,0.0
2024/05/14/15:11:21.153203,59429,1715713881,152686468,,0.0
2024/05/14/15:11:21.163210,59430,1715713881,162720639,,0.0
2024/05/14/15:11:21.173136,59431,1715713881,172684754,,0.0
2024/05/14/15:11:21.183038,59432,1715713881,182670730,,0.0
2024/05/14/15:11:21.193955,59433,1715713881,192682886,,0.0
2024/05/14/15:11:21.203320,59434,1715713881,202739124,,0.0
2024/05/14/15:11:21.213164,59435,1715713881,212683838,,0.0
2024/05/14/15:11:21.223344,59436,1715713881,222683372,,0.0
2024/05/14/15:11:21.233135,59437,1715713881,232651445,,0.0
2024/05/14/15:11:21.243407,59438,1715713881,242747356,,0.0
2024/05/14/15:11:21.253120,59439,1715713881,252680034,,0.0
2024/05/14/15:11:21.263096,59440,1715713881,262668608,,0.0
2024/05/14/15:11:21.273096,59441,1715713881,272669110,,0.0
2024/05/14/15:11:21.283123,59442,1715713881,282709164,,0.0
2024/05/14/15:11:21.293651,59443,1715713881,292702225,,0.0
2024/05/14/15:11:21.303075,59444,1715713881,302717909,,0.0
2024/05/14/15:11:21.313175,59445,1715713881,312697989,,0.0
2024/05/14/15:11:21.323089,59446,1715713881,322699781,,0.0
2024/05/14/15:11:21.333464,59447,1715713881,332687533,,0.0
2024/05/14/15:11:21.343198,59448,1715713881,342678365,,0.0
2024/05/14/15:11:21.353134,59449,1715713881,352694889,,0.0
2024/05/14/15:11:21.363175,59450,1715713881,362722908,,0.0
2024/05/14/15:11:21.373127,59451,1715713881,372716950,,0.0
2024/05/14/15:11:21.383184,59452,1715713881,382691224,,0.0
2024/05/14/15:11:21.393818,59453,1715713881,392739902,,0.0
2024/05/14/15:11:21.403229,59454,1715713881,402749375,,0.0
2024/05/14/15:11:21.413251,59455,1715713881,412723319,,0.0
2024/05/14/15:11:21.423208,59456,1715713881,422719272,,0.0
2024/05/14/15:11:21.433115,59457,1715713881,432682280,,0.0
2024/05/14/15:11:21.443419,59458,1715713881,442765383,,0.0
2024/05/14/15:11:21.453226,59459,1715713881,452735720,,0.0
2024/05/14/15:11:21.463253,59460,1715713881,462758951,,0.0
2024/05/14/15:11:21.473223,59461,1715713881,472740426,,0.0
2024/05/14/15:11:21.483107,59462,1715713881,482731636,,0.0
2024/05/14/15:11:21.493173,59463,1715713881,492735500,,0.0
2024/05/14/15:11:21.503299,59464,1715713881,502776644,,0.0
2024/05/14/15:11:21.513329,59465,1715713881,512710900,,0.0
2024/05/14/15:11:21.523196,59466,1715713881,522759438,,0.0
2024/05/14/15:11:21.533286,59467,1715713881,532748015,,0.0
2024/05/14/15:11:21.543653,59468,1715713881,542739278,,0.0
2024/05/14/15:11:21.553324,59469,1715713881,552756748,,0.0
2024/05/14/15:11:21.563104,59470,1715713881,562757422,,0.0
2024/05/14/15:11:21.573344,59471,1715713881,572734243,,0.0
2024/05/14/15:11:21.583330,59472,1715713881,582748482,,0.0
2024/05/14/15:11:21.593207,59473,1715713881,592757638,,0.0
2024/05/14/15:11:21.602929,59474,1715713881,602498836,,0.0
2024/05/14/15:11:21.613432,59475,1715713881,612756997,,0.0
2024/05/14/15:11:21.623189,59476,1715713881,622784068,,0.0
2024/05/14/15:11:21.632877,59477,1715713881,632494792,,0.0
2024/05/14/15:11:21.643073,59478,1715713881,642556707,,0.0
2024/05/14/15:11:21.652978,59479,1715713881,652556263,,0.0
